,x,y,name,description,accreditation
370,150.1711133,-33.5439947,Point-to-Point Speed Camera,,
371,151.002327,-34.092509,Police Speed Trap Hot-Spot,,
372,151.164247,-33.860712,Police Speed Trap Hot-Spot,,
373,151.222392,-33.691819,Police Speed Trap Hot-Spot,,
374,149.1295177,-35.2758168,Red-Light Speed Camera,,
375,149.056411,-35.379223,Red-Light Speed Camera,,
376,149.062591,-35.22159,Red-Light Speed Camera,,
377,149.0806849,-35.231103,Red-Light Speed Camera,,
378,149.1268838,-35.2755143,Red-Light Speed Camera,,
379,149.068766,-35.348281,Red-Light Speed Camera,,
380,149.100378,-35.350757,Red-Light Speed Camera,,
381,149.134128,-35.248241,Red-Light Speed Camera,,
382,149.1292705,-35.279574,Red-Light Speed Camera,,
383,149.0861918,-35.348832,Red-Light Speed Camera,,
384,149.176081,-35.33768,Red-Light Speed Camera,,
385,149.1191621,-35.186173,Red-Light Speed Camera,,
386,149.13536,-35.319559,Red-Light Speed Camera,,
387,149.083244,-35.192065,Barton Hwy: Fixed Speed Camera,,
388,149.123493,-35.228159,Barton Hwy: Fixed Speed Camera,,
389,149.161007,-35.225784,Federal Hwy: Fixed Speed Camera,,
390,149.167474,-35.22411,Federal Hwy: Fixed Speed Camera,,
391,149.162289,-35.390891,Monaro Highway: Fixed Speed Camera,,
392,149.147547,-35.402763,Monaro Highway: Fixed Speed Camera,,
393,149.163051,-35.341735,Monaro Highway: Fixed Speed Camera,,
394,149.069517,-35.34762,Tuggeranong Parkway: Fixed Speed Camera,,
395,149.063546,-35.319087,Tuggeranong Parkway: Fixed Speed Camera,,
396,149.108262,-35.347124,Point-to-Point Speed Camera,This Speed Camera monitors ALL vehicle types.,
397,149.135852,-35.344291,Point-to-Point Speed Camera,This Speed Camera monitors ALL vehicle types.,
398,143.5722542,-34.6750056,Safe-T-Cam - Balranald,,
399,150.6012726,-34.3098778,Safe-T-Cam - Bargo,,
400,151.1542583,-30.8963466,Safe-T-Cam - Bendemeer,,
401,150.3213465,-28.5671572,Safe-T-Cam - Boggabilla,,
402,151.2731123,-32.6533412,Safe-T-Cam - Branxton,,
403,141.5347141,-31.9196486,Safe-T-Cam - Broken Hill,,
404,153.045752,-28.8860671,Safe-T-Cam - Casino,,
405,153.5182795,-28.3252215,Safe-T-Cam - Clothiers Creek,,
406,149.3033034,-31.3152948,Safe-T-Cam - Coonabarabran,,
407,151.8657464,-29.5684671,Safe-T-Cam - Dundee,,
408,148.1115684,-35.0074083,Safe-T-Cam - Gundagai,,
409,153.2406735,-29.4345263,Safe-T-Cam - Harwood,,
410,145.7555294,-35.3507703,Safe-T-Cam - Jerilderie,,
411,152.60046,-31.860665,Safe-T-Cam - Jones Island,,
412,147.5222361,-33.7602978,Safe-T-Cam - Marsden,,
413,150.0149041,-34.704607,Safe-T-Cam - Marulan,,
414,150.2734718,-33.6166698,Safe-T-Cam - Mount Boyce,,
415,151.2067384,-33.4542479,Safe-T-Cam - Mt White,,
416,146.341238,-34.6962142,Safe-T-Cam - Narrandera,,
417,147.2090507,-31.5686087,Safe-T-Cam - Nyngan,,
418,147.0047039,-35.9678082,Safe-T-Cam - Table Top,,
419,148.2218742,-32.5789133,Safe-T-Cam - Tomingley,,
420,153.5455817,-28.2454868,Safe-T-Cam - Tweed Heads,,
421,151.8527377,-32.6556266,Safe-T-Cam - Twelve Mile Creek,,
422,151.6917515,-32.8186572,Pacific Highway Mobile Speed Camera Section - Start Point (A),,
423,153.5445786,-28.5884785,Pacific Highway Mobile Speed Camera Section - Start Point (B),,
424,150.9896135,-34.1514129,Princes Motorway Mobile Speed Camera Section - Start Point (A),,
425,150.7847464,-34.5414456,Princes Motorway Mobile Speed Camera Section - Start Point (B),,
426,150.6216842,-33.7650964,Great Western Highway Mobile Speed Camera Section - Start Point (A),,
427,149.5788467,-33.4113066,Great Western Highway Mobile Speed Camera Section - Start Point (B),,
428,149.5645559,-33.4197201,Mitchell Highway Mobile Speed Camera Section - Start Point (A),,
429,149.0996478,-33.2835585,Mitchell Highway Mobile Speed Camera Section - Start Point (B),,
430,149.0844011,-33.2725247,Mitchell Highway Mobile Speed Camera Section - Start Point (A),,
431,148.7564492,-32.333704,Mitchell Highway Mobile Speed Camera Section - Start Point (B),,
432,151.0276365,-33.804345,Frequently Used Mobile Speed Cam Site,,
433,151.1032265,-33.8647676,Frequently Used Mobile Speed Cam Site,,
434,150.9181756,-33.9249027,Frequently Used Mobile Speed Cam Site,,
435,150.8753568,-33.8770296,Frequently Used Mobile Speed Cam Site,,
436,153.5250306,-28.3462093,Frequently Used Mobile Speed Cam Site,,
437,153.5163832,-28.2840318,Frequently Used Mobile Speed Cam Site,,
438,150.8347321,-34.0233826,Frequently Used Mobile Speed Cam Site,,
439,151.2666803,-33.8713933,Frequently Used Mobile Speed Cam Site,,
440,150.8484435,-33.9953143,Frequently Used Mobile Speed Cam Site,"This area has 3-4 lanes in each direction. Mobile speed units monitor various locations around this marker, areas include - Bardia, Denham Court, Glenfield, Ingleburn, Macquarie Links, Varroville.",
441,153.5046673,-28.4610798,Frequently Used Mobile Speed Cam Site,,
442,153.5276806,-28.4047973,Frequently Used Mobile Speed Cam Site,,
443,148.6296773,-34.8085004,Frequently Used Mobile Speed Cam Site,,
444,148.2108665,-34.8931472,Frequently Used Mobile Speed Cam Site,,
445,148.8067245,-34.7712649,Frequently Used Mobile Speed Cam Site,,
446,149.9929261,-34.7219676,Frequently Used Mobile Speed Cam Site,,
447,149.6564269,-34.786792,Frequently Used Mobile Speed Cam Site,,
448,147.4953175,-35.6095107,Frequently Used Mobile Speed Cam Site,,
449,150.1164579,-34.6491846,Frequently Used Mobile Speed Cam Site,,
450,147.004087,-35.9524416,Frequently Used Mobile Speed Cam Site,,
451,150.8699093,-33.8714712,Frequently Used Mobile Speed Cam Site,,
452,151.2129289,-33.7599811,Frequently Used Mobile Speed Cam Site,,
453,151.2659615,-33.7731678,Frequently Used Mobile Speed Cam Site,,
454,151.0889679,-33.829143,Frequently Used Mobile Speed Cam Site,,
455,150.7101166,-34.0520505,Frequently Used Mobile Speed Cam Site,,
456,151.2344617,-32.6430609,Frequently Used Mobile Speed Cam Site,,Warren)
457,151.3231435,-33.4376639,Frequently Used Mobile Speed Cam Site,,Dayle
458,150.9717607,-33.8274808,Frequently Used Mobile Speed Cam Site,,Bob
459,150.986521,-33.8811782,Frequently Used Mobile Speed Cam Site,,
460,151.0554725,-33.7769223,Frequently Used Mobile Speed Cam Site,,Paul.
461,151.0518461,-33.8954549,Frequently Used Mobile Speed Cam Site,,
462,151.439994,-33.357201,Frequently Used Mobile Speed Cam Site,,D'Arcy
463,151.4700114,-33.3683268,Frequently Used Mobile Speed Cam Site,,D'Arcy
464,150.9614557,-33.9470669,Police Speed Trap Hot-Spot (M5),,
465,150.9276623,-33.8064934,Mobile Phone Detection Camera,,
466,151.2220747,-33.8983451,Mobile Phone Detection Camera,,
467,150.7586863,-34.1155247,Mobile Phone Detection Camera,,
468,151.2195473,-33.4376828,Mobile Phone Detection Camera,,
469,151.2021613,-33.9581535,Mobile Phone Detection Camera,,
470,153.1024952,-30.3041749,Mobile Phone Detection Camera,,
471,150.9447649,-33.8116794,Mobile Phone Detection Camera,,
472,151.1794148,-33.8026458,Mobile Phone Detection Camera,Located just past Fehon Rd. Monitoring North Bound traffic.,
473,151.1576236,-33.9280648,Mobile Phone Detection Camera,,
474,146.9089115,-36.1007121,NSW / VIC,,
475,149.6776834,-37.3890837,NSW / VIC,,
476,150.8847715,-33.8796785,Frequently Used Mobile Speed Cam Site,,Sarah
477,150.9111599,-33.8650704,Frequently Used Mobile Speed Cam Site,,Sarah
478,150.8809098,-33.8628461,Frequently Used Mobile Speed Cam Site,,Sarah
479,150.886521,-33.8617948,Frequently Used Mobile Speed Cam Site,,Sarah
480,150.819516,-33.919422,Frequently Used Mobile Speed Cam Site,,Sarah
481,151.7399005,-32.8942543,Frequently Used Mobile Speed Cam Site,,Ebony
482,151.6188004,-32.9244678,Frequently Used Mobile Speed Cam Site,,Ebony
483,151.0004827,-34.0945904,Frequently Used Mobile Speed Cam Site.,,Roben
484,150.7316156,-34.0347512,Frequently Used Mobile Speed Cam Site,,David for the info.
485,151.0943323,-33.9320113,Frequently Used Mobile Speed Cam Site,,
486,150.7169879,-33.7385378,Frequently Used Mobile Speed Cam Site,,
487,150.9407116,-33.9295381,Frequently Used Mobile Speed Cam Site,,
488,150.8320272,-33.9547865,Frequently Used Mobile Speed Cam Site,,
489,149.5115244,-34.4754246,Frequently Used Mobile Speed Cam Site,,
490,150.9317224,-31.1062143,Frequently Used Mobile Speed Cam Site,,
491,151.1612449,-33.9108743,Frequently Used Mobile Speed Cam Site,,
492,151.0499872,-33.8468347,Average Speed Camera M4,,
493,151.0839914,-33.8623863,Average Tunnel Speed Camera,,
494,151.1326836,-33.8817504,Average Tunnel Speed Camera,,
495,151.0927934,-33.8648543,Average Tunnel Speed Camera,,
496,153.5099906,-28.1892129,Surveillance Camera,,
497,151.210627,-33.8404372,Tunnel Safety Camera,,
498,151.2107374,-33.8383128,Tunnel Safety Camera,,
499,151.2106718,-33.8392946,Mobile Phone Camera Hot-Spot,,
500,151.2055499,-33.8599835,Mobile Phone Trailer Camera Hot-Spot,Mobile Phone Detection Cameras are used frequently at this location just before the bridge. They are mounted on a trailer & located in the break down bay next to where the old toll booths were located.,
501,150.8599471,-34.393083,Mobile Phone Trailer Camera Hot-Spot,Mobile Phone Detection Cameras are used frequently at this location. It's usually parked near the Fixed Noise Cameras.,
502,151.0490242,-33.7512003,NorthConnex Avoidance Gantry (Heavy Vehicles),,
503,151.0924253,-33.7234604,NorthConnex Avoidance Gantry (Heavy Vehicles),,
504,151.1751859,-33.9158391,"Average Tunnel Speed Camera M8

","WestConnex M8 Tunnel, updates coming soon.",
505,151.0914316,-33.9403079,Average Tunnel Speed Camera M8,"WestConnex M8 Tunnel, updates coming soon.",
506,151.042676,-33.7594128,Average Tunnel Speed Cam,"NorthConnex Tunnel, updates coming soon.",
507,151.1155952,-33.7116804,Average Tunnel Speed Cam,"NorthConnex Tunnel, updates coming soon.",
508,151.1212433,-33.9373724,M8 WestConnex Tunnel EastBound,Variable Speed Limit is enforced throughout the tunnel.,
509,151.1194851,-33.9376305,M8 WestConnex Tunnel WestBound,Variable Speed Limit is enforced throughout the tunnel.,
510,151.1454771,-33.9390124,M8 WestConnex Tunnel EastBound,Variable Speed Limit is enforced throughout the tunnel.,
511,151.1448924,-33.9391592,M8 WestConnex Tunnel WestBound,Variable Speed Limit is enforced throughout the tunnel.,
512,151.0672828,-33.737466,NorthConnex Tunnel NorthBound,Variable Speed Limit is enforced throughout the tunnel.,
513,151.0674659,-33.7376297,NorthConnex Tunnel SouthBound,Variable Speed Limit is enforced throughout the tunnel.,
514,151.0968068,-33.7252181,NorthConnex Tunnel NorthBound,Variable Speed Limit is enforced throughout the tunnel.,
515,151.0968014,-33.7253252,NorthConnex Tunnel SouthBound,Variable Speed Limit is enforced throughout the tunnel.,
516,151.1244972,-33.7093377,Frequently Used Mobile Speed Cam Site,,
517,150.855853,-34.0471886,Frequently Used Mobile Speed Cam Site,,
518,151.0512517,-34.0504866,Frequently Used Mobile Speed Cam Site,,
519,151.6375358,-32.8766066,Frequently Used Mobile Speed Cam Site,,
520,150.8887853,-34.4946345,Frequently Used Mobile Speed Cam Site,,
521,151.8680424,-32.8069946,Frequently Used Mobile Speed Cam Site,,
522,151.6457241,-32.7998304,Frequently Used Mobile Speed Cam Site,,
523,150.6039728,-33.9099171,Frequently Used Mobile Speed Cam Site,,
524,150.9333474,-33.8274641,Frequently Used Mobile Speed Cam Site,,
525,148.1413664,-35.1977845,Frequently Used Mobile Speed Cam Site,,
526,148.2076684,-35.2625694,Frequently Used Mobile Speed Cam Site,,
527,151.1275223,-33.9994484,Frequently Used Mobile Speed Cam Site,,
528,151.6377733,-32.9325305,Frequently Used Mobile Speed Cam Site,,
529,150.7803442,-34.0592788,"Mobile Phone Trailer Camera Hot-Spot
",,
530,151.189469,-33.7841963,Roseville: Red-Light Speed Camera,,
531,151.1791198,-33.7710422,Lindfield: Red-Light Speed Camera,,
532,151.0062082,-33.8629935,South Granville: Red-Light Speed Camera,,
533,151.7040929,-32.9562442,Highfields (Charlestown): Red-Light Speed Camera,,
534,151.5774273,-33.1901583,Lake Munmorah: Red-Light Speed Camera,,
535,150.7932904,-34.4953034,Dapto: Red-Light Speed Camera,,
536,151.0400569,-33.9145963,Bankstown: Red-Light Speed Camera,,
537,150.9830211,-33.9417276,Milperra: Red-Light Speed Camera,,
538,151.2394237,-33.7854125,Frequently Used Mobile Speed Cam Site,,
539,149.1994126,-35.205583,Heavy Vehicle Safety Camera,,
540,149.198595,-35.2059953,Heavy Vehicle Safety Camera,,
541,153.2893058,-29.1621703,Average Speed Camera,,
542,151.7592928,-32.9194076,Mobile Phone Detection Camera,,
543,151.0567549,-33.8918495,Mobile Phone Trailer Camera Hot-Spot,Info: Usually monitors North-East bound traffic. Sits on the grass.,
544,150.926337,-33.838942,Mobile Phone Trailer Camera Hot-Spot,Info: Usually monitoring North-West bound only.,
545,150.9194914,-33.9702784,Police RBT/MDT Hot Spot,,
546,150.8740612,-33.8871668,Police Speed Trap Hot-Spot,,
547,151.0206532,-33.9730978,Police RBT/MDT Hot Spot,,
548,151.0240142,-33.9716355,Police Speed Trap Hot-Spot,This area is monitored frequently by the police for speed/drug abuse.,
549,150.8783387,-33.9435069,Average Speed Camera,,
550,150.9624099,-33.7639415,Average Speed Camera,,
551,151.1346858,-33.8750833,Average Tunnel Speed Camera,,
552,151.2031498,-33.874008,Average Speed Camera,,
553,151.203536,-33.8729524,Average Speed Camera,,
554,151.2250536,-33.8763086,Average Speed Camera,,
555,151.072295,-33.929447,Rosleands: Red-Light Speed Cameras,,
556,149.188911,-35.3772537,Jerrabomberra: Red-Light Speed Camera ,,
557,153.5411491,-28.6717378,Mobile Phone Detection Camera,,
558,150.6860732,-33.7570128,Penrith: Red-Light Speed Camera,,
559,150.9096892,-33.915282,Liverpool: Red-Light Speed Camera,,
560,151.2024002,-33.9584212,Learning camera HV botany,,
561,151.1926517,-33.9522149,Learning camera HV botany,,
562,151.2216306,-33.9455202,Eastgardens: Red-Light Speed Camera,,
563,150.9954114,-33.9306891,Milperra: Red-Light Speed Camera,,
564,150.9257266,-33.8737655,Fairfield West: Red-Light Speed Camera,,
565,151.4936535,-33.2535276,Gorokan: Red-Light Speed Camera,,
566,151.1701169,-33.8638165,Rozelle: Red-Light Speed Camera,,
567,150.8777552,-34.4260202,Wollongong: Red-Light Speed Camera ,,
568,151.2137983,-33.8605816,Point 605,,
569,151.2105553,-33.8414317,Point 606,,
570,151.1752173,-33.8690355,Iron Cove Link Tunnel EastBound,Variable Speed Limit is enforced throughout the tunnels.,
571,151.1667602,-33.8622432,Iron Cove Link Tunnel WestBound,Variable Speed Limit is enforced throughout the tunnels.,
572,150.9527628,-33.8972649,Lansvale: Red-Light Speed Camera,,
573,150.9124148,-33.9406479,Casula: Red-Light Speed Camera,,
574,151.1467838,-33.9885675,Sans Souci: Fixed Speed Camera,"The Grand Parade, between Alice Street and Ramsgate Road.",
575,151.1573749,-33.95887,Brighton-Le-Sands: Fixed Speed Cameras,"There are 2 sperate cameras located here.The Grand Parade, between Gordon Street and Bruce Street.",
576,151.0652159,-33.9174706,Wiley Park: Red-Light Speed Camera,,
577,151.1792651,-33.8054186,Artamon: Red-Light Speed Camera,,
578,150.8864669,-34.4732498,Kembla: Red-Light Speed Camera,,
579,150.8600608,-34.5523796,Warilla: Red-Light Speed Camera,,
580,151.0259763,-33.9077419,Yagoona: School Zone RLSC,Variable Speed Limit Enforced.This camera is on a downhill slope and it changes to 40 for school zone hours.,
581,151.1986727,-33.8778141,Ultimo: Red-Light Speed Camera,,
582,151.1685548,-33.8850297,M4-M8 Speed Cameras,,
583,151.1785244,-33.9025727,M4-M8 Speed Cameras,,
584,153.1015893,-30.3059304,Coffs Harbour South: Red-Light Speed Camera,Pacific Highway / Halls Street.,
